what,kind,bundleId,bundleVersion,description,time
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354930711
error,log,,,"Unable to create editor ID com.powerflasher.fdt.ui.editor.ASEditor: Language null not supported",1278354930747
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354930752
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354930753
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354930757
closed,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354930757
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278354931370
closed,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354931370
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354939541
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278354939568
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278354950886
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355467264
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278355481663
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355483883
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278355505073
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278355505092
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355507306
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278355507326
executed,command,,,"com.powerflasher.fdt.ui.actions.NewClass",1278355507426
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355512931
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355732204
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355733427
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355741764
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278355760584
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278355764180
