what,kind,bundleId,bundleVersion,description,time
started,bundle,com.powerflasher.fdt.core.launch,4.0.0.1077,"com.powerflasher.fdt.core.launch",1278355767641
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278355767651
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355800211
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355860416
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355887442
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355888951
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355902777
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355904578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355909724
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355957294
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355977756
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355983442
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278355998905
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278356000946
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278356023445
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278356023483
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278356023662
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278356152646
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278356172780
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278356194042
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278356247445
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278356274819
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278356275152
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278356275181
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278356280076
